Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,standardised_smiles,Identifier
"cis 1,2-Dichloroethylene",-1.561,1.0,96.94400000000002,0.0,0.0,0.0,0.0,-1.3,Cl/C=C\Cl,[1101]
Chlorodibromethane,-2.54,1.0,208.28,0.0,0.0,0.0,0.0,-1.9,ClC(Br)Br,[352]
Hexachloroethane,-4.215,1.0,236.74,0.0,0.0,0.0,0.0,-3.67,ClC(Cl)(Cl)C(Cl)(Cl)Cl,[85]
Tetrachloromethane,-2.607,1.0,153.823,0.0,0.0,0.0,0.0,-2.31,ClC(Cl)(Cl)Cl,[307]
"Hexachloro-1,3-butadiene",-4.546,1.0,260.762,0.0,0.0,1.0,0.0,-4.92,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,[548]
Tetrachloroethylene,-3.063,1.0,165.834,0.0,0.0,0.0,0.0,-2.54,ClC(Cl)=C(Cl)Cl,[1005]
"P,P'-DDE",-6.553,1.0,318.0300000000001,0.0,2.0,2.0,0.0,-6.9,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,[28]
Bromodichloromethane,-2.176,1.0,163.82899999999998,0.0,0.0,0.0,0.0,-1.54,ClC(Cl)Br,[577]
Pentachloroethane,-3.382,1.0,202.295,0.0,0.0,0.0,0.0,-2.6,ClC(Cl)C(Cl)(Cl)Cl,[1071]
"1,1,2,2-Tetrachloroethane",-2.549,1.0,167.85,0.0,0.0,1.0,0.0,-1.74,ClC(Cl)C(Cl)Cl,[287]
Trichloromethane,-1.812,1.0,119.378,0.0,0.0,0.0,0.0,-1.17,ClC(Cl)Cl,[773]
Mirex,-6.155,1.0,545.5460000000002,0.0,6.0,0.0,0.0,-6.8,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,[988]
Dienochlor,-7.848,1.0,474.64,0.0,2.0,1.0,0.0,-7.278,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,[432]
Chlordane,-6.039,1.0,409.7819999999999,0.0,3.0,0.0,0.0,-6.86,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,[1046]
Heptachlor,-5.26,1.0,373.3209999999999,0.0,3.0,0.0,0.0,-6.317,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,[899]
Aldrin,-5.511,1.0,364.914,0.0,4.0,0.0,0.0,-6.307,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,[414]
Dieldrin,-4.533,1.0,380.913,0.0,5.0,0.0,12.53,-6.29,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,[8]
Chlordene,-5.152,1.0,338.876,0.0,3.0,0.0,0.0,-5.64,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,[799]
Lindane,-4.009,1.0,290.832,0.0,1.0,0.0,0.0,-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,[304]
Trichloroethylene,-2.312,1.0,131.389,0.0,0.0,0.0,0.0,-1.96,ClC=C(Cl)Cl,[142]
Bromochloromethane,-1.519,1.0,129.384,0.0,0.0,0.0,0.0,-0.89,ClCBr,[403]
"1,1,1,2-Tetrachloroethane",-2.794,1.0,167.85,0.0,0.0,0.0,0.0,-2.18,ClCC(Cl)(Cl)Cl,[519]
"1,1,2-Trichloroethane",-1.961,1.0,133.405,0.0,0.0,1.0,0.0,-1.48,ClCC(Cl)Cl,[278]
1-Chloro-2-bromoethane,-1.7380000000000002,1.0,143.411,0.0,0.0,1.0,0.0,-1.32,ClCCBr,[439]
"1,3-Dichloropropane",-1.618,1.0,112.987,0.0,0.0,2.0,0.0,-1.62,ClCCCCl,[663]
"1,2-Dichloroethane",-1.374,1.0,98.96,0.0,0.0,1.0,0.0,-1.06,ClCCCl,[437]
Dichloromethane,-1.156,1.0,84.93299999999999,0.0,0.0,0.0,0.0,-0.63,ClCCl,[103]
Benzylchloride,-2.887,1.0,126.58599999999996,0.0,1.0,1.0,0.0,-2.39,ClCc1ccccc1,[355]
"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1.0,498.66200000000026,0.0,2.0,1.0,0.0,-11.6,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,[603]
"2,3,4,5,6-PCB",-6.785,1.0,326.437,0.0,2.0,1.0,0.0,-7.92,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,[586]
chlorquinox,-4.438,1.0,267.93,0.0,2.0,0.0,25.78,-5.43,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,[101]
"2,2',3,3',4,4',5,5'-PCB",-8.468,1.0,429.77200000000016,0.0,2.0,1.0,0.0,-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,[297]
"2,2',4,4',6,6'-PCB",-7.178999999999999,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,[871]
"2,2,4,6,6'-PCB",-6.545,1.0,326.437,0.0,2.0,1.0,0.0,-7.32,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,[6]
"2,2',4,4',5,5'-PCB",-7.343,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-8.56,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,[1042]
"2,2',3,4,5-PCB",-6.709,1.0,326.437,0.0,2.0,1.0,0.0,-7.21,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,[319]
"2,2',3,3',5,5',6,6'-PCB",-8.304,1.0,429.77200000000016,0.0,2.0,1.0,0.0,-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,[60]
"1,2,3,5-Tetrachlorobenzene",-4.621,1.0,215.894,0.0,1.0,0.0,0.0,-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,[187]
Pentachlorobenzene,-5.167999999999999,1.0,250.339,0.0,1.0,0.0,0.0,-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,[122]
"1,2,4,5-Tetrachlorobenzene",-4.621,1.0,215.894,0.0,1.0,0.0,0.0,-5.56,Clc1cc(Cl)c(Cl)cc1Cl,[567]
"1,3,5-Trichlorobenzene",-4.159,1.0,181.449,0.0,1.0,0.0,0.0,-4.48,Clc1cc(Cl)cc(Cl)c1,[522]
"2,2',3,4,4',5',6-PCB",-7.898,1.0,395.3270000000001,0.0,2.0,1.0,0.0,-7.92,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,[661]
"2,3,3',4,4'6-PCB",-7.746,1.0,395.3270000000001,0.0,2.0,1.0,0.0,-7.66,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,[1120]
"2,2',3,4,6-PCB",-6.627000000000001,1.0,326.437,0.0,2.0,1.0,0.0,-7.43,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,[20]
"2,4,6-PCB",-5.604,1.0,257.547,0.0,2.0,1.0,0.0,-6.14,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,[962]
"2,3',4,4',5-PCB",-7.343,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-7.39,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,[908]
"2,3,3',4,4',5-PCB",-7.425,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-7.82,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,[862]
"2,2',4,5'-PCB",-6.23,1.0,291.992,0.0,2.0,1.0,0.0,-6.57,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,[547]
"2,4',5-PCB",-5.7620000000000005,1.0,257.547,0.0,2.0,1.0,0.0,-6.25,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,[907]
"2,3',4,4'-PCB",-6.709,1.0,326.437,0.0,2.0,1.0,0.0,-7.8,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,[559]
"2,2',3,3',4,4'-PCB",-7.192,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-8.01,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,[560]
"4,4'-PCB",-5.299,1.0,223.102,0.0,2.0,1.0,0.0,-6.56,Clc1ccc(-c2ccc(Cl)cc2)cc1,[215]
"2',3,4-PCB",-5.686,1.0,257.547,0.0,2.0,1.0,0.0,-6.29,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,[324]
"3,4-PCB",-5.223,1.0,223.102,0.0,2.0,1.0,0.0,-6.39,Clc1ccc(-c2ccccc2)cc1Cl,[397]
"2,4'-PCB",-5.142,1.0,223.102,0.0,2.0,1.0,0.0,-5.28,Clc1ccc(-c2ccccc2Cl)cc1,[166]
p-Chlorobromobenzene,-3.928,1.0,191.455,0.0,1.0,0.0,0.0,-3.63,Clc1ccc(Br)cc1,[665]
DDT,-6.638,1.0,354.491,0.0,2.0,2.0,0.0,-7.15,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,[855]
,-5.164493560791016,1.0,278.06585693359375,0.0,1.0223709344863892,2.2796521186828613,0.0,-6.024967670440674,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,"[450, 1019]"
"O,P'-DDD",-6.007999999999999,1.0,320.04600000000005,0.0,2.0,3.0,0.0,-6.51,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,[672]
"2,2',3,4,5,5',6-PCB",-7.898,1.0,395.3270000000001,0.0,2.0,1.0,0.0,-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,[879]
"2,2',3,5,5',6-PCB",-7.261,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-7.42,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,[824]
"2,2',3,4,5,5'-PCB",-7.343,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-7.68,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,[668]
"2,3',4',5-PCB",-6.312,1.0,291.992,0.0,2.0,1.0,0.0,-7.25,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,[97]
"2,2',3,5'-PCB",-6.155,1.0,291.9920000000001,0.0,2.0,1.0,0.0,-6.47,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,[729]
"1,2,4-Trichlorobenzene",-4.083,1.0,181.449,0.0,1.0,0.0,0.0,-3.59,Clc1ccc(Cl)c(Cl)c1,[247]
"1,2,3,4-Tetrachlorobenzene",-4.546,1.0,215.894,0.0,1.0,0.0,0.0,-4.57,Clc1ccc(Cl)c(Cl)c1Cl,[170]
"1,4-Dichlorobenzene",-3.5580000000000003,1.0,147.00400000000002,0.0,1.0,0.0,0.0,-3.27,Clc1ccc(Cl)cc1,[509]
p-Chloroiodobenzene,-4.384,1.0,238.455,0.0,1.0,0.0,0.0,-4.03,Clc1ccc(I)cc1,[836]
2-Chloronapthalene,-4.063,1.0,162.61899999999997,0.0,2.0,0.0,0.0,-4.14,Clc1ccc2ccccc2c1,[11]
"2,2',3,3',5,6-PCB",-7.185,1.0,360.88200000000006,0.0,2.0,1.0,0.0,-8.6,Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,[54]
"2,3',5-PCB",-5.7620000000000005,1.0,257.547,0.0,2.0,1.0,0.0,-6.01,Clc1cccc(-c2cc(Cl)ccc2Cl)c1,[77]
"2,2',3,3'-PCB",-6.079,1.0,291.992,0.0,2.0,1.0,0.0,-7.28,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,[417]
3-Chlorobiphenyl,-4.685,1.0,188.657,0.0,2.0,1.0,0.0,-4.88,Clc1cccc(-c2ccccc2)c1,[40]
m-Chlorobromobenzene,-3.928,1.0,191.455,0.0,1.0,0.0,0.0,-3.21,Clc1cccc(Br)c1,[887]
Nitrapyrin,-3.833,1.0,230.909,0.0,1.0,0.0,12.89,-3.76,Clc1cccc(C(Cl)(Cl)Cl)n1,[1058]
"1,3-Dichlorobenzene",-3.5580000000000003,1.0,147.004,0.0,1.0,0.0,0.0,-3.04,Clc1cccc(Cl)c1,[854]
"2,2',6,6'-PCB",-5.915,1.0,291.992,0.0,2.0,1.0,0.0,-7.39,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,[970]
"2,6-PCB",-4.984,1.0,223.102,0.0,2.0,1.0,0.0,-5.21,Clc1cccc(Cl)c1-c1ccccc1,[911]
"1,2,3-Trichlorobenzene",-4.008,1.0,181.449,0.0,1.0,0.0,0.0,-4.0,Clc1cccc(Cl)c1Cl,[306]
m-Chloroiodobenzene,-4.384,1.0,238.455,0.0,1.0,0.0,0.0,-3.55,Clc1cccc(I)c1,[138]
1-Chloronapthalene,-4.063,1.0,162.61899999999997,0.0,2.0,0.0,0.0,-3.93,Clc1cccc2ccccc12,[452]
Chlorobenzene,-2.975,1.0,112.55899999999995,0.0,1.0,0.0,0.0,-2.38,Clc1ccccc1,[443]
2-Chlorobiphenyl,-4.5280000000000005,1.0,188.657,0.0,2.0,1.0,0.0,-4.54,Clc1ccccc1-c1ccccc1,[119]
"2,2'-PCB",-4.984,1.0,223.102,0.0,2.0,1.0,0.0,-5.27,Clc1ccccc1-c1ccccc1Cl,[69]
o-Chlorobromobenzene,-3.84,1.0,191.455,0.0,1.0,0.0,0.0,-3.19,Clc1ccccc1Br,[1049]
"1,2-Dichlorobenzene",-3.482,1.0,147.00399999999996,0.0,1.0,0.0,0.0,-3.05,Clc1ccccc1Cl,[601]
o-Chloroiodobenzene,-4.384,1.0,238.455,0.0,1.0,0.0,0.0,-3.54,Clc1ccccc1I,[466]
Caffeine,-1.4980000000000002,1.0,194.194,0.0,2.0,0.0,61.82,-0.8759999999999999,Cn1c(=O)c2c(ncn2C)n(C)c1=O,[1038]
Dyphylline,-0.847,1.0,254.24599999999995,2.0,2.0,3.0,102.28,-0.17,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,[1027]
Theophylline,-1.452,1.0,180.167,1.0,2.0,0.0,72.68,-1.39,Cn1c(=O)c2nc[nH]c2n(C)c1=O,[26]
Methazole,-3.6010000000000004,1.0,261.064,0.0,2.0,1.0,57.14,-2.82,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,[502]
Fluridone,-4.249,1.0,329.321,0.0,3.0,2.0,22.0,-4.445,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,[622]
1-methyluracil,-0.375,1.0,126.115,1.0,1.0,0.0,54.86,-0.807,Cn1ccc(O)nc1=O,[727]
theobromine,-1.05,1.0,180.167,1.0,2.0,0.0,72.68,-2.523,Cn1cnc2c1c(O)nc(=O)n2C,[115]
"1,1,2-Trichlorotrifluoroethane",-3.077,1.0,187.37500000000003,0.0,0.0,1.0,0.0,-3.04,FC(F)(Cl)C(F)(Cl)Cl,[670]
"1,2-Dichlorotetrafluoroethane",-2.697,1.0,170.92000000000002,0.0,0.0,1.0,0.0,-2.74,FC(F)(Cl)C(F)(F)Cl,[1080]
halothane,-2.608,1.0,197.381,0.0,0.0,0.0,0.0,-1.71,FC(F)(F)C(Cl)Br,[1123]
Benzyltrifluoride,-3.099,1.0,146.111,0.0,1.0,0.0,0.0,-2.51,FC(F)(F)c1ccccc1,[556]
"1,4-Difluorobenzene",-2.636,1.0,114.094,0.0,1.0,0.0,0.0,-1.97,Fc1ccc(F)cc1,[980]
m-Fluorobromobenzene,-3.467,1.0,175.0,0.0,1.0,0.0,0.0,-2.67,Fc1cccc(Br)c1,[664]
"1,3-Difluorobenzene",-2.636,1.0,114.094,0.0,1.0,0.0,0.0,-2.0,Fc1cccc(F)c1,[462]
Fluorobenzene,-2.514,1.0,96.10399999999998,0.0,1.0,0.0,0.0,-1.8,Fc1ccccc1,[208]
o-Fluorobromobenzene,-3.467,1.0,175.0,0.0,1.0,0.0,0.0,-2.7,Fc1ccccc1Br,[589]
Diiodomethane,-2.958,1.0,267.835,0.0,0.0,0.0,0.0,-2.34,ICI,[1075]
1-Iodonapthalene,-4.888999999999999,1.0,254.07,0.0,2.0,0.0,0.0,-4.55,Ic1cccc2ccccc12,[275]
Iodobenzene,-3.8,1.0,204.01,0.0,1.0,0.0,0.0,-3.01,Ic1ccccc1,[372]
Trichloroacetonitrile,-2.019,1.0,144.388,0.0,0.0,0.0,23.79,-2.168,N#CC(Cl)(Cl)Cl,[242]
Amigdalin,-0.974,1.0,457.4320000000001,7.0,3.0,7.0,202.32,-0.77,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,[0]
3-chloropropionitrile,-0.522,1.0,89.525,0.0,0.0,1.0,23.79,-0.29,N#CCCCl,[463]
Chloroacetonitrile,-0.4479999999999999,1.0,75.498,0.0,0.0,0.0,23.79,-0.092,N#CCCl,[183]
2-cyanoguanidine,0.361,1.0,84.082,2.0,0.0,0.0,88.19,-0.31,N#CNC(=N)N,[909]
Chlorothalonil,-3.995,1.0,265.914,0.0,1.0,0.0,47.58,-5.64,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,[96]
bromoxynil,-3.793,1.0,276.915,1.0,1.0,0.0,44.02,-3.33,N#Cc1cc(Br)c(O)c(Br)c1,[396]
Ioxynil,-4.615,1.0,370.915,1.0,1.0,0.0,44.02,-3.61,N#Cc1cc(I)c(O)c(I)c1,[110]
Benzonitrile,-2.03,1.0,103.12399999999997,0.0,1.0,0.0,23.79,-1.0,N#Cc1ccccc1,[17]
Phthalonitrile,-1.717,1.0,128.13399999999996,0.0,1.0,0.0,47.58,-2.38,N#Cc1ccccc1C#N,[1121]
sulfaguanidine,-0.706,1.0,214.25,4.0,1.0,2.0,122.06,-1.99,N=C(N)NS(=O)(=O)c1ccc(N)cc1,[533]
Urea,0.8320000000000001,1.0,60.056,2.0,0.0,0.0,69.11,0.96,N=C(N)O,[785]
Thiourea,0.3289999999999999,1.0,76.12400000000001,2.0,0.0,0.0,52.04,0.32,N=C(N)S,[82]
chloroacetamide,-0.106,1.0,93.513,1.0,0.0,1.0,43.09,-0.02,N=C(O)CCl,[157]
benzylurea,-1.509,1.0,150.18099999999998,2.0,1.0,2.0,55.120000000000005,-0.95,N=C(O)NCc1ccccc1,[406]
allantoin,0.652,1.0,158.117,4.0,1.0,1.0,113.32,-1.6,N=C(O)Nc1nc(O)[nH]c1O,[448]
Benzamide,-1.501,1.0,121.13899999999995,1.0,1.0,1.0,43.09,-0.96,N=C(O)c1ccccc1,[1048]
o-Hydroxybenzamide,-1.942,1.0,137.13799999999998,2.0,1.0,1.0,63.32000000000001,-1.82,N=C(O)c1ccccc1O,[280]
nicotinamide,-0.964,1.0,122.12699999999997,1.0,1.0,1.0,55.98,0.61,N=C(O)c1cccnc1,[1043]
Pyrazinamide,-0.674,1.0,123.11499999999998,1.0,1.0,1.0,68.87,-0.667,N=C(O)c1cnccn1,[67]
Phenylthiourea,-1.7009999999999998,1.0,152.22199999999998,2.0,1.0,1.0,38.05,-1.77,N=C(S)Nc1ccccc1,[236]
Minoxidil,-1.809,1.0,209.253,2.0,2.0,1.0,95.11,-1.989,N=c1[nH]c(N2CCCCC2)cc(N)[n+]1[O-],[495]
Flucytosine,-0.132,1.0,129.09399999999997,2.0,1.0,0.0,71.77,-0.972,N=c1[nH]c(O)ncc1F,[927]
Triamterene,-3.051,1.0,253.26900000000003,3.0,3.0,1.0,129.62,-2.404,N=c1[nH]c2nc(=N)c(-c3ccccc3)nc-2c(N)[nH]1,[379]
aminothiazole,-1.226,1.0,100.146,1.0,1.0,0.0,38.91,-0.36,N=c1[nH]ccs1,[386]
cytosine,0.051,1.0,111.104,2.0,1.0,0.0,71.77000000000001,-1.155,N=c1ccnc(O)[nH]1,[669]
guanine,-0.67,1.0,151.129,3.0,2.0,0.0,100.45,-3.583,N=c1nc(O)c2nc[nH]c2[nH]1,[918]
Amitrole,-0.674,1.0,84.082,2.0,1.0,0.0,67.59,0.522,N=c1nc[nH][nH]1,[483]
Isonazid,-0.7170000000000001,1.0,137.14200000000002,2.0,1.0,1.0,68.01,0.009,NNC(=O)c1ccncc1,[791]
Phenylhydrazine,-1.866,1.0,108.14399999999998,2.0,1.0,1.0,38.05,0.07,NNc1ccccc1,[769]
Chlorthalidone,-2.564,1.0,338.7720000000001,3.0,3.0,2.0,109.49,-3.451,NS(=O)(=O)c1cc(C2(O)N=C(O)c3ccccc32)ccc1Cl,[1117]
Bendroflumethiazide,-3.741,1.0,421.4220000000001,3.0,3.0,3.0,118.36,-3.59,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,[861]
chlorothiazide,-1.7519999999999998,1.0,295.72900000000004,2.0,2.0,1.0,118.69,-3.05,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,[888]
Trichlomethiazide,-2.98,1.0,380.662,3.0,2.0,2.0,118.36,-2.68,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,[761]
hydrochlorothiazide,-1.72,1.0,297.745,3.0,2.0,1.0,118.36,-2.63,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,[633]
6-aminochrysene,-4.849,1.0,243.309,1.0,4.0,0.0,26.02,-6.2,Nc1cc2c3ccccc3ccc2c2ccccc12,[623]
p-benzidine,-2.613,1.0,184.242,2.0,2.0,1.0,52.04,-2.7,Nc1ccc(-c2ccc(N)cc2)cc1,[568]
p-Chloroaniline,-2.392,1.0,127.574,1.0,1.0,0.0,26.02,-1.66,Nc1ccc(Cl)cc1,[704]
p-Aminophenol,-1.231,1.0,109.128,2.0,1.0,0.0,46.25,-0.8,Nc1ccc(O)cc1,[63]
Dapsone,-2.464,1.0,248.307,2.0,2.0,2.0,86.18,-3.094,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,[200]
Sulfanilamide,-0.954,1.0,172.20899999999995,2.0,1.0,1.0,86.18,-1.34,Nc1ccc(S(N)(=O)=O)cc1,[302]
p-Nitroaniline,-1.936,1.0,138.126,1.0,1.0,1.0,69.16,-2.37,Nc1ccc([N+](=O)[O-])cc1,[440]
2-aminoanthracene,-3.789,1.0,193.249,1.0,3.0,0.0,26.02,-5.17,Nc1ccc2cc3ccccc3cc2c1,[114]
m-Chloroaniline,-2.392,1.0,127.574,1.0,1.0,0.0,26.02,-1.37,Nc1cccc(Cl)c1,[334]
m-Nitroaniline,-1.936,1.0,138.126,1.0,1.0,1.0,69.16,-2.19,Nc1cccc([N+](=O)[O-])c1,[619]
1-Napthylamine,-2.721,1.0,143.189,1.0,2.0,0.0,26.02,-1.92,Nc1cccc2ccccc12,[143]
1-aminoacridine,-3.542,1.0,194.237,1.0,3.0,0.0,38.91,-4.22,Nc1cccc2nc3ccccc3cc12,[496]
Aniline ,-1.632,1.0,93.129,1.0,1.0,0.0,26.02,-0.41,Nc1ccccc1,[631]
o-Chloroaniline,-2.392,1.0,127.574,1.0,1.0,0.0,26.02,-1.52,Nc1ccccc1Cl,[572]
o-Aminophenol,-1.465,1.0,109.128,2.0,1.0,0.0,46.25,-0.72,Nc1ccccc1O,[189]
o-Nitroaniline,-2.277,1.0,138.126,1.0,1.0,1.0,69.16,-1.96,Nc1ccccc1[N+](=O)[O-],[416]
brompyrazone,-3.005,1.0,266.098,1.0,2.0,1.0,60.91,-3.127,Nc1cnn(-c2ccccc2)c(=O)c1Br,[47]
Pyrazon,-2.603,1.0,221.647,1.0,2.0,1.0,60.91,-2.878,Nc1cnn(-c2ccccc2)c(=O)c1Cl,[997]
isoguanine,-1.74,1.0,151.129,3.0,2.0,0.0,100.71,-3.401,Nc1nc(O)[nH]c2ncnc1-2,[938]
adenine,-1.255,1.0,135.13,2.0,2.0,0.0,80.47999999999999,-2.12,Nc1nc[nH]c2ncnc1-2,[318]
tubercidin,-0.892,1.0,266.257,4.0,3.0,2.0,126.65,-1.95,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,[150]
Piperine,-3.659,1.0,285.343,0.0,3.0,3.0,38.77,-3.46,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,[1090]
difluron,-4.692,1.0,310.687,2.0,2.0,2.0,58.2,-6.02,O=C(N=C(O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,[963]
Glafenine,-5.052,1.0,372.80800000000016,3.0,3.0,6.0,91.68,-4.571000000000001,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,[449]
benzoin,-3.148,1.0,212.248,1.0,2.0,3.0,37.3,-2.85,O=C(c1ccccc1)C(O)c1ccccc1,[543]
Benzophenone,-3.612,1.0,182.222,0.0,2.0,2.0,17.07,-3.12,O=C(c1ccccc1)c1ccccc1,[1096]
Flurochloridone,-4.749,1.0,312.118,0.0,2.0,2.0,20.31,-4.047,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,[656]
Kepone,-5.112,1.0,490.6390000000001,0.0,6.0,0.0,17.07,-5.259,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,[429]
Nitrazepam,-3.4730000000000003,1.0,281.271,1.0,3.0,2.0,84.6,-3.796,O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,[627]
Clonazepam,-3.707,1.0,315.716,1.0,3.0,2.0,84.6,-3.499,O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,[740]
Eriodictyol,-3.152,1.0,288.255,4.0,3.0,1.0,107.22,-3.62,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,[1095]
Cyclohexanone,-0.996,1.0,98.145,0.0,1.0,0.0,17.07,-0.6,O=C1CCCCC1,[240]
alloxan,0.436,1.0,142.07,2.0,1.0,0.0,92.34,-1.25,O=C1N=C(O)C(=O)C(O)=N1,[662]
parabanic acid,1.091,1.0,114.06,2.0,1.0,0.0,75.27,-0.4,O=C1N=C(O)C(=O)N1,[1115]
alloxantin,0.919,1.0,286.156,6.0,2.0,1.0,191.0,-1.99,O=C1N=C(O)C(O)(C2(O)C(O)=NC(=O)N=C2O)C(O)=N1,[733]
Cyclopropyl-5-spirobarbituric acid,-0.088,1.0,154.125,2.0,2.0,0.0,75.27,-1.886,O=C1N=C(O)C2(CC2)C(O)=N1,[137]
Cyclobutyl-5-spirobarbituric acid,-0.527,1.0,168.15200000000002,2.0,2.0,0.0,75.27,-1.655,O=C1N=C(O)C2(CCC2)C(O)=N1,[42]
Cyclopentyl-5-spirobarbituric acid,-0.966,1.0,182.179,2.0,2.0,0.0,75.27,-2.349,O=C1N=C(O)C2(CCCC2)C(O)=N1,[984]
Cyclohexyl-5-spirobarbituric acid,-1.405,1.0,196.206,2.0,2.0,0.0,75.27,-3.06,O=C1N=C(O)C2(CCCCC2)C(O)=N1,[828]
