FDA_APPROVED,CT_TOX,standardised_smiles,Identifier
1.0,0.0,COc1c(C/C=C(\C)CCC(=O)O)c(O)c2c(O)occ2c1C,[955]
1.0,0.0,COc1c(C/C=C(\C)CCC(=O)OCCN2CCOCC2)c(O)c2c(O)occ2c1C,"[898, 956]"
1.0,0.0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[1029]
1.0,0.0,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[1433]
1.0,0.0,COc1c2occc2cc2ccc(=O)oc12,[1434]
1.0,0.0,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,[801]
1.0,0.0,COc1cc(C(O)=NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,[598]
1.0,0.0,COc1cc(C(O)=NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N=C(O)OC3CCCC3)cc12,[1020]
1.0,0.0,COc1cc(C)c(/C=C/C(C)=C/C=CC(C)=CC(=O)O)c(C)c1C,[963]
1.0,0.0,COc1cc(C[C@@H]2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,[556]
1.0,0.0,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,[1440]
1.0,0.0,COc1cc(N)c(Cl)cc1C(O)=NC1CCN(CCCOc2ccc(F)cc2)CC1OC,[1436]
1.0,0.0,COc1cc(NC(C)CCCN)c2ncccc2c1,[786]
1.0,0.0,COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC,[935]
1.0,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O,[1437]
1.0,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O,"[439, 440]"
1.0,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC,[1438]
1.0,0.0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,[622]
1.0,0.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2,[819]
1.0,0.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,[1442]
1.0,0.0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,[747]
1.0,0.0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,[557]
1.0,0.0,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,[624]
1.0,0.0,COc1cc2nc(N(C)CCCN=C(O)C3CCCO3)[nH]c(=N)c2cc1OC,[1370]
1.0,0.0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)[nH]c(=N)c2cc1OC,[1443]
1.0,0.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH]c(=N)c2cc1OC,[1444]
0.0,0.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,"[1431, 1445]"
1.0,0.0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,[1452]
1.0,0.0,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,[684]
1.0,0.0,COc1ccc(C(=O)c2ccccc2)c(O)c1,[1447]
1.0,0.0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,"[572, 1363]"
1.0,0.0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,[1448]
1.0,0.0,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,[1449]
1.0,0.0,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N=CO)c2)cc1,[779]
1.0,0.0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,[558]
1.0,0.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,[725]
1.0,0.0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,[591]
1.0,0.0,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(N=CO)c2)cc1,[507]
1.0,0.0,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,[567]
1.0,0.0,COc1ccc(Cl)cc1C(O)=NCCc1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1,[1451]
1.0,0.0,COc1ccc(O)cc1,[1450]
1.0,0.0,COc1ccc(OC)c(C(O)C(C)N)c1,[657]
1.0,0.0,COc1ccc(OC)c(C(O)CN=C(O)CN)c1,[1446]
1.0,0.0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,[831]
1.0,0.0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,[403]
1.0,0.0,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,[609]
1.0,0.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[926]
1.0,0.0,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,[613]
1.0,0.0,COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,[615]
1.0,0.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,"[608, 1398]"
1.0,0.0,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,[611]
1.0,0.0,COc1ccc2cc(C(C)C(=O)O)ccc2c1,[400]
0.0,1.0,COc1ccc2cc(C(C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,[398]
1.0,0.0,COc1ccc2cc(CCC(C)=O)ccc2c1,[806]
1.0,0.0,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,[559]
1.0,0.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,[1030]
1.0,0.0,COc1cccc(OC)c1C(O)=NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,[872]
1.0,0.0,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,"[570, 1362]"
1.0,0.0,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C[C@](O)(C(=O)CO)C=4,[518]
1.0,0.0,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C[C@](O)(C(=O)CO)C=4,"[522, 524]"
1.0,0.0,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C[C@](O)(C(C)=O)C=4,"[521, 523]"
1.0,0.0,COc1ccccc1OCC(O)CN1CCN(CC(O)=Nc2c(C)cccc2C)CC1,[1012]
1.0,0.0,COc1ccccc1OCC(O)CO,[1457]
1.0,0.0,COc1ccccc1OCC(O)COC(=N)O,[1458]
1.0,0.0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,[1459]
1.0,0.0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,[686]
1.0,0.0,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,[1460]
1.0,0.0,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,[1461]
1.0,0.0,COc1nc(=N)[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,[1435]
1.0,0.0,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,[1432]
0.0,0.0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"[1469, 1470]"
1.0,0.0,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,[1468]
1.0,0.0,CS(C)=O,[1472]
1.0,0.0,CSCCC(N=C(O)C(Cc1c[nH]c2ccccc12)N=C(O)CCN=C(O)OCC(C)C)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(=N)O,[754]
1.0,0.0,CSCCC(N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)CN=C(O)[C@@H](N=C(O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@@H]1CCC(O)=N1)[C@@H](C)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(=N)O,[495]
1.0,0.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,[631]
1.0,0.0,C[C@@H](CN1CC(=O)N=C(O)C1)N1CC(=O)N=C(O)C1,[404]
1.0,0.0,C[C@@H](Cc1ccccc1)N=C(O)C(N)CCCCN,[402]
1.0,0.0,C[C@@H](N)[C@@H](O)c1ccccc1,[497]
1.0,0.0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,[504]
1.0,0.0,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,[496]
1.0,0.0,C[C@@H](O[C@H]1OCCN(Cc2nc(O)n[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[503]
1.0,0.0,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,[502]
1.0,0.0,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3OC3=CCC(=O)O1)C[C@H](O)C2C(=O)O,[415]
1.0,0.0,C[C@@H]1CCN(C(=O)C(CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)C(C(=O)O)C1,[436]
1.0,0.0,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,[437]
1.0,0.0,C[C@@H]1C[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)C1C(=O)COC(=O)C(C)(C)C,[421]
1.0,0.0,C[C@@H]1C[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,[419]
1.0,0.0,C[C@@H]1C[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,[420]
1.0,0.0,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,[423]
1.0,0.0,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO,[426]
1.0,1.0,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[424]
1.0,0.0,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO[PH](=O)(=O)O,[425]
1.0,0.0,C[C@@H]1O[C@@H]1[PH](=O)(=O)O,[526]
1.0,0.0,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,[438]
1.0,0.0,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)C2C(=O)O,[516]
1.0,0.0,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,[489]
1.0,0.0,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,[490]
1.0,0.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[510]
1.0,0.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[509]
1.0,0.0,C[C@H](Cc1cc2c(c(C(=N)O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,[505]
1.0,0.0,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,[506]
1.0,0.0,C[C@H](Cn1cnc2c(N)ncnc21)OC[PH](=O)(=O)O,[514]
1.0,0.0,C[C@H](N)Cc1ccccc1,[401]
1.0,0.0,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,[388]
1.0,0.0,C[C@H](N)[C@H](O)c1cccc(O)c1,[390]
1.0,0.0,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,[389]
1.0,0.0,C[C@H](OC(=O)c1ccccc1)C1=CCC23OCCN(C)CC12C[C@@H](O)C12O[C@@]4(O)CC[C@@]1(C)[C@H](CC=C32)C4,[399]
1.0,0.0,C[C@H]1CN(CC(Cc2ccccc2)C(O)=NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,[540]
1.0,0.0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[543]
1.0,0.0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,[539]
1.0,0.0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[536]
1.0,0.0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,[537]
1.0,0.0,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)C(c5coc(O)c5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,[413]
1.0,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)C(c7coc(O)c7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,[412]
1.0,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)C(c7coc(O)c7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,[411]
1.0,0.0,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O,[410]
1.0,0.0,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,[442]
1.0,0.0,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,[443]
1.0,0.0,C[C@]1(Cn2ccnn2)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[384]
1.0,0.0,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[482]
1.0,0.0,C[C@]12C=CC(=O)C=C1C(F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[452]
1.0,1.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[455]
1.0,0.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,[476]
1.0,1.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[453]
1.0,0.0,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,[449]
1.0,0.0,C[C@]12C=CC(O)=N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(O)=Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,"[465, 466]"
1.0,0.0,C[C@]12CC(C=O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,[473]
1.0,0.0,C[C@]12CC=C3C4=C(CCC3[C@@H]1CC[C@@]2(O)CC#N)CC(=O)CC4,[488]
1.0,0.0,C[C@]12CCC(=O)C=C1C1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,[478]
1.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,[487]
1.0,1.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[483]
1.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,[484]
1.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,[485]
1.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO[PH](=O)(=O)O,[486]
1.0,0.0,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1)CC(=O)CC4,[469]
1.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,[462]
1.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,[457]
1.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,[456]
1.0,0.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[PH](=O)(=O)O,[458]
1.0,0.0,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,[463]
1.0,0.0,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,[468]
1.0,0.0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45OC4C(=O)C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,[467]
1.0,0.0,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,[475]
1.0,0.0,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,[474]
1.0,0.0,C[N+](C)(C)CC(=O)[O-],[545]
1.0,0.0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,[547]
1.0,0.0,C[N+](C)(C)CCOC(=N)O,[549]
1.0,0.0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,[548]
1.0,0.0,C[N+](C)(C)C[C@H](O)CC(=O)[O-],[544]
1.0,0.0,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,[550]
1.0,0.0,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,[552]
1.0,0.0,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,[554]
1.0,0.0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,[555]
1.0,0.0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,[560]
1.0,0.0,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,[563]
1.0,0.0,C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,[551]
1.0,0.0,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,[553]
1.0,0.0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,[562]
1.0,0.0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,[564]
0.0,1.0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1,[927]
1.0,0.0,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,[946]
1.0,0.0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,[948]
1.0,0.0,Cc1c(C(O)=NC(C(O)=N[C@H](C)[C@@H](O)[C@H](C)C(O)=N[C@H](C(O)=NCCc2nc(-c3nc(C(O)=NCCC[S+](C)C)cs3)cs2)[C@@H](C)O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OC(=N)O)[C@@H]2O)c2cnc[nH]2)nc([C@H](CC(=N)O)NC[C@H](N)C(=N)O)[nH]c1=N,[943]
1.0,0.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(O)nc3O)cc1)O2,[922]
1.0,0.0,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,[921]
1.0,0.0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,[957]
1.0,0.0,Cc1c(O)cccc1C(O)=N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(O)=NC(C)(C)C,[937]
1.0,0.0,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,[939]
1.0,0.0,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,[938]
1.0,0.0,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,[934]
1.0,0.0,Cc1cc(=O)c(C(O)=NC(C(O)=NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,[967]
1.0,0.0,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,[972]
1.0,0.0,Cc1cc(C(=O)NNCc2ccccc2)no1,[975]
1.0,0.0,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,[964]
1.0,0.0,Cc1cc(C)c(N=C(O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,[965]
1.0,0.0,Cc1cc(C)cc(OCC2CN=C(O)O2)c1,[970]
1.0,0.0,Cc1cc(C2CCCCC2)n(O)c(=O)c1,[973]
1.0,0.0,Cc1cc(C=CC#N)cc(C)c1N=c1ccnc(Nc2ccc(C#N)cc2)[nH]1,[971]
1.0,0.0,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,[968]
1.0,0.0,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,"[984, 985]"
1.0,0.0,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,[977]
1.0,0.0,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,[979]
1.0,0.0,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[PH](=O)(=O)O)c2cc1C,[980]
1.0,1.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,[997]
1.0,0.0,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,[996]
1.0,0.0,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,[1001]
1.0,0.0,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,[992]
1.0,0.0,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,[993]
