Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",standardised_smiles,Identifier
0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,[858]
0,1.0,0,0.0,0.0,1.0,1.0,0,1,0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,[335]
1,1.0,0,0.0,1.0,1.0,1.0,1,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(=O)Oc1ccccc1C(=O)O,[295]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CC(=O)Oc1ccccc1C(O)=Nc1ncc([N+](=O)[O-])s1,[100]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,[1064]
1,1.0,0,1.0,1.0,0.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2C3=CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,[410]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,[345]
0,0.0,0,0.0,1.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,[1241]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,[599]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,[1109]
0,0.0,0,1.0,1.0,0.0,0.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,[1080]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,[716]
1,1.0,0,1.0,1.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,[570]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,[288]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,[572]
0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)(C(=O)c1cccnc1)c1cccnc1,[811]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1.0,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,[645]
0,1.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,[1304]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)(C)N=C(O)C1CC2CCCCC2CN1CC(=O)C(Cc1ccccc1)N=C(O)C(CC(N)O)NC(=O)c1ccc2ccccc2n1,[616]
0,0.0,0,0.0,1.0,1.0,0.0,0,1,1,1.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,CC(C)(C)N=C(O)C1CCC2C3CCC4N=C(O)C=CC4(C)C3CCC12C,[573]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)(C)N=C(O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(O)=NC1c2ccccc2CC1O,[681]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)(C)NC(O)=NC(C(=O)N1C[C@H]2[C@@H](C1C(O)=NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,[349]
0,1.0,0,1.0,1.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,0.0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,[860]
0,1.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CC(C)(C)NCC(O)COc1cccc2c1CCC(O)=N2,[384]
0,1.0,0,1.0,0.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,[736]
0,0.0,0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,[939]
1,1.0,1,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,[1113]
0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,[1093]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,[256]
0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,[972]
0,1.0,0,0.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,CC(C)(C)c1cc(C(C)(C)C)c(N=C(O)c2c[nH]c3ccccc3c2=O)cc1O,[1]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2cc[nH]c(=N)n2)s1,[958]
0,0.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)(CO)C(=O)C(O)NCCCO,[930]
0,0.0,0,0.0,0.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CC(C)(N)Cc1ccccc1,[956]
1,0.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,[828]
1,1.0,0,1.0,1.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,CC(C)(ON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(=N)[nH]1)C(=O)[O-],[395]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,[1358]
1,0.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,[1247]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,CC(C)(S)C(N)C(=O)O,[941]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,[944]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@H](O)C[C@@H](O)CC(=O)O,[1316]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,CC(C)C(=O)OCC(=O)[C@@]12OC(C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,[213]
1,0.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,[361]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(O)nc(=N)[nH]c21,[1309]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)C(N)C(=O)OCCOCn1cnc2c(O)nc(=N)[nH]c21,[1167]
1,1.0,0,0.0,1.0,0.0,1.0,0,0,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,CC(C)C(O)=Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,[600]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)C1CCC(C(O)=NC(Cc2ccccc2)C(=O)O)CC1,[870]
0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)C1N=C(O)[C@H](CCCCN)N=C(O)[C@@H](Cc2c[nH]c3ccccc23)N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CCSCC(O)=NC[C@H](N)C(O)=N[C@@H](CCCCN)C(O)=N[C@@H](CS)C(O)=N[C@@H](CCCCN)C(=N)O)N=C1O,[408]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,[1052]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)CC(N=C(O)C(CCCCN)N=C(O)CN=C(O)C(CC(C)C)N=C(O)C(N=C(O)C1CSSCC(N)C(O)=NC(CO)C(O)=NC(CC(=N)O)C(O)=NC(CC(C)C)C(O)=NC(CO)C(O)=NC(C(C)O)C(O)=N1)C(C)C)C(O)=NC(CO)C(O)=NC(CCC(=N)O)C(O)=NC(CCC(=O)O)C(O)=NC(CC(C)C)C(O)=NC(Cc1cnc[nH]1)C(O)=NC(CCCCN)C(O)=NC(CC(C)C)C(O)=NC(CCC(=N)O)C(O)=NC(C(O)=NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(O)=NC(CCCNC(=N)N)C(O)=NC(C(O)=NC(CC(=N)O)C(O)=NC(C(O)=NCC(O)=NC(CO)C(O)=NCC(O)=NC(C(=O)N1CCCC1C(=N)O)C(C)O)C(C)O)C(C)O)C(C)O,[1381]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)CC(N=C(O)C(CCc1ccccc1)N=C(O)CN1CCOCC1)C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,[1216]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)CC(N=C(O)C(COC(C)(C)C)N=C(O)C(Cc1ccc(O)cc1)N=C(O)C(CO)N=C(O)C(Cc1c[nH]c2ccccc12)N=C(O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1)C(O)=NC(CCCNC(=N)N)C(=O)N1CCCC1C(O)=NNC(=N)O,[1306]
0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CC(C)CC(N=C(O)CN=C(O)C(CCC(=N)O)N=C(O)C(CC(C)C)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(CCC(=N)O)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(C)N=C(O)C(CO)N=C(O)C(CC(=O)O)N=C(O)C(CCCNC(=N)N)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(CO)N=C(O)C(CC(C)C)N=C(O)C(CCC(=O)O)N=C(O)C(CO)N=C(O)C(N=C(O)C(Cc1ccccc1)N=C(O)C(N=C(O)CN=C(O)C(CC(=O)O)N=C(O)C(CO)N=C(O)C(N)Cc1ncc[nH]1)C(C)O)C(C)O)C(O)=NC(C(=O)O)C(C)C,[1388]
0,0.0,0,0.0,0.0,0.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,CC(C)CC(N=C(O)CN=C(O)C(Cc1ccc(O)cc1)N=C(O)C(CO)N=C(O)C(Cc1c[nH]c2ccccc12)N=C(O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1)C(O)=NC(CCCNC(=N)N)C(=O)N1CCCC1C(O)=NCC(=N)O,[701]
0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CC(C)CC(N=C(O)CN=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](C)N=C(O)CN=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CO)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N=C(O)CN=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CO)N=C(O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(O)=N[C@H](C(=N)O)C(C)C,[723]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)CC(N=C(O)[C@@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1)C(O)=N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(O)=NCC(=N)O,[1318]
1,1.0,0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)CC(N=C(O)[C@@H](Cc1ccc2ccccc2c1)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1)C(O)=N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(O)=NCC(=N)O,[218]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)CC1C(=O)N2CCCC2C2(O)OC(N=C(O)C3=CC4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,[348]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CC(C)CN(CC(O)C(Cc1ccccc1)N=C(O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,[285]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,[10]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,CC(C)CN(C[C@@H](O[PH](=O)(=O)O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,[74]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,1,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,0.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,[322]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)C[C@@H](CN)CC(=O)O,[484]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)C[C@@H](N=C(O)C(Cc1ccccc1)N=C(O)c1cnccn1)B(O)O,[698]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,[673]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)Cn1cnc2c(=N)[nH]c3ccccc3c21,[21]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)N(CCC(C(=N)O)(c1ccccc1)c1ccccn1)C(C)C,[508]
0,0.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,[1094]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,[439]
1,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,[996]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)NCC(O)COc1ccc(CC(=N)O)cc1,[296]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,[329]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,[340]
0,0.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,[968]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CC(C)NCC(O)COc1cccc2ccccc12,[1002]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CC(C)NCC(O)c1cc(O)cc(O)c1,[784]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,[1061]
0,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CC(C)NCC(O)c1ccc(O)c(O)c1,[707]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,0.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,[1162]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,[568]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)OC(=O)C(C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(O)nc2=O)C(C)(F)[C@@H]1O)Oc1ccccc1,[1218]
0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CC(C)OC(=O)CCC/C=C/CC1C(O)CC(O)C1/C=C/C(F)(F)COc1ccccc1,[333]
