smiles,logS
Oc1c[n]ccc1,-0.456
CN1CCOCC1,0.995
Brc1cccc[n]1,-0.8809999999999999
Cc1cccc[n]1,1.031
CC1CNCCN1,0.638
Cc1c[n]cc[n]1,1.026
Clc1cccc[n]1,-0.754
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,-1.901
CCCC(=O)OCCCC,-2.46
CCCCC(O)=O,-0.41600000000000004
C=CCNC(N)=S,-0.294
CC(C)OCCO,0.982
CCCOC(C)=O,-0.733
BrCCCBr,-2.075
CCCCBr,-2.198
CCCCC,-3.278
CCCC=C,-2.676
CC=CCC,-2.538
CCCCCl,-1.925
ClCCCBr,-1.847
CCCCN,1.136
CCCC#N,-0.321
N#CCC#N,0.304
CCCCS,-2.1790000000000003
COCCO,1.119
COCOC,0.506
CCNCC,1.136
CCOC=C,-0.858
C=COC=C,-1.261
CCOC=O,0.076
c1ccc[nH]1,-0.17300000000000001
C1CCCO1,1.1420000000000001
c1ccco1,-0.833
c1ccc[s]1,-1.446
CC(C)(C)OOC(C)(C)C,-3.165
CC(C)CCC(C)=O,-1.325
OC(=O)CCC(O)=O,-0.152
CC(C)COC(C)=O,-1.266
CCCCCCCCCC(=O)OCC,-4.1
CCOC(=O)CCCCCCCCC(=O)OCC,-3.51
CCCCCCCCCC(=O)OC,-4.627
CCCCCC(C)=O,-1.4240000000000002
CC=CC=CC(O)=O,-1.652
CC(C)CCOC=O,-1.547
CCCCCBr,-3.075
CCCCCC,-3.958
CCCCCN,1.06
N#CCCC#N,0.204
CCCCC=O,-0.867
COCCOC,1.045
CCCOC=O,-0.603
CCOCCO,1.045
C1CCCCC1,-3.185
C1CCCC=C1,-2.5860000000000003
C1CNCCN1,1.065
c1cccc[n]1,1.102
C1OCOCO1,0.28800000000000003
C1CCCCN1,1.07
C1COCCN1,1.06
OC(=O)CCCC(O)=O,1.083
CC(O)CNCC(C)O,0.815
CCCCCCCC(=O)OC,-3.39
CCCCCCC(C)=O,-2.154
CCCCCCC(O)=O,-1.6640000000000001
CCOCCOC(C)=O,0.272
OC(=O)CCCCCC(O)=O,-0.506
OC(=O)CCSCCC(O)=O,-0.68
OC(=O)CCCCCCCCC(O)=O,-2.306
CCCCCCBr,-3.8080000000000003
CCCCCCN,-0.9259999999999999
CCCCCCO,-1.239
CCCCOC=C,-1.524
OCCNCCO,0.978
CCCOCCC,-1.319
ClCCOCCCl,-0.92
CC(=O)OCCOC(C)=O,0.086
CCCCCCCC,-5.2379999999999995
CCCCCCC=C,-4.437
N#CCCCCC#N,-0.131
CCCCCCCO,-1.8419999999999999
CCCCCCC=O,-1.9609999999999999
CCCCOCCO,0.927
CCCCCCCCBr,-5.063
CCCCCCCCC,-5.766
CCCCCCCCO,-2.3819999999999997
CCOCCOCCO,0.872
CCCCNCCCC,-1.439
COCCOCCOC,0.872
CCCCCCCCC(O)=O,-2.7460000000000004
NCCNCCNCCN,0.835
CCCCCCOCCO,-1.169
ClCCOCCOCCCl,-0.996
CCCCCCCCCCO,-3.6310000000000002
CCOCCOCCOCC,0.79
CCCCCCCCCCC(O)=O,-3.553
C=CCCCCCCCCC(O)=O,-3.398
CCCCCCCCCCCC,-6.41
CCCCOCCOCCCC,-1.94
CCCCCCCCCCCCO,-4.668
NCCNCCNCCNCCN,0.723
CCCCCCCCCCCCCCO,-5.854
CCCCOCCOCCOCCCC,-1.8619999999999999
CCCCCCCCCCCCCCCCCCO,-8.391
CNC(=O)Oc1ccccc1OC(C)C,-2.051
COC,0.884
CC(C)=C,-2.329
CC(C)(O)C#C,1.075
OCC(Cl)(Cl)Cl,-0.254
CC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.9269999999999998
FC1(F)C(F)(F)C(F)(F)C1(F)F,-3.638
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.4479999999999995
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.1519999999999997
OCC(CO)(CO)CO,-0.275
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-5.235
COP(=O)(Oc1ccccc1)Oc1ccccc1,-2.121
CS(=O)c1ccc(cc1)OP(=S)(OCC)OCC,-2.188
CCNC(=O)CSP(=S)(OC)OC,-1.4569999999999999
CNC(=O)ON=CC(C)(C)SC,-1.499
[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,-5.096
OC(=O)C(c1ccccc1)c1ccccc1,-3.2230000000000003
O=C1c2ccccc2C(=O)C(Cl)=C1Cl,-4.382
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,-6.968
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,-4.524
Oc1ccccc1C(=O)Oc1ccccc1,-3.155
CC1OC=CC(=O)C=1O,-1.063
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-7.662000000000001
Oc1c(Br)cc(Br)cc1Br,-3.674
Cc1ccccc1C(O)=O,-2.062
OC(=O)c1ccccc1Cl,-1.875
Nc1ccccc1C(O)=O,-1.5930000000000002
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.242
COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.1069999999999998
Cc1cc(c(O)cc1)[N+]([O-])=O,-2.384
COC(=O)c1ccccc1O,-1.3130000000000002
OC(C(=O)c1ccccc1)c1ccccc1,-2.85
O=C(c1ccccc1)c1ccccc1,-3.1239999999999997
C1CCCc2ccccc21,-3.452
c1[n]ccc2ccccc21,-1.456
CNc1ccccc1C(O)=O,-2.878
COc1cc(ccc1N)-c1cc(OC)c(N)cc1,-3.61
c1cc([n]c2ccccc21)-c1ccc2ccccc2[n]1,-5.4
OCCN(CCO)c1ccccc1,-0.735
c1c2ccccc2cc2ccccc21,-6.614
Oc1ccc(Cl)cc1Cc1ccccc1,-3.167
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,-2.827
CCOC(=O)c1ccc(O)cc1,-2.309
O=Cc1cc2OCOc2cc1,-1.632
c1cccc2[nH]ccc21,-1.517
Oc1ccccc1O,0.622
Clc1cc(Cl)c(Cl)cc1,-3.569
Oc1ccc(Cl)cc1Cl,-1.5590000000000002
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-2.8289999999999997
COc1cc(C=O)ccc1O,-1.141
COc1cc(ccc1O)C(O)=O,-2.05
CCN(CC)CC,-0.138
CC(=O)Nc1ccc(cc1)S(N)(=O)=O,-1.607
CN(C)c1ccccc1,-1.922
[O-][N+](=O)c1cccc(Cl)c1,-2.761
CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC,-3.364
CCCOC(=O)c1cc(O)c(O)c(O)c1,-1.7830000000000001
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-3.571
OC(=O)c1cc(ccc1)C(O)=O,-3.22
[O-][N+](=O)c1cc(ccc1)C(O)=O,-1.669
COC(=O)c1ccc(cc1)OC,-2.412
COc1[n]c(cc(NS(=O)(=O)c2ccc(N)cc2)[n]1)OC,-2.957
Cc1cc(ccc1[N+]([O-])=O)OP(=S)(OC)OC,-3.863
CN(C)C(=O)OC1CC(C)(C)CC(=O)C=1,-0.848
CCNc1[n]c(Cl)[n]c(NCC)[n]1,-4.5489999999999995
c1ccccc1Nc1ccccc1,-3.5039999999999996
CC(C)OC(=O)Nc1ccccc1,-3.0010000000000003
OC(=O)COc1ccccc1,-1.103
C(Oc1ccccc1)C1CO1,-1.796
OC(=O)COc1ccc(Cl)cc1,-2.29
OCCCc1ccccc1,-1.38
OCCOc1ccccc1,-0.7140000000000001
CCCCC(CCl)CC,-3.1719999999999997
CCc1ccc(O)cc1,-1.475
Oc1ccc(C=O)cc1,-0.976
COc1ccc(C=O)cc1,-1.5019999999999998
CCCC(=O)CCC,-1.5519999999999998
OC(=O)CCC(=O)OOC(=O)CCC(O)=O,-0.847
CCOC(=O)CCC(=O)OCC,-0.96
CCCCCCCCC(=O)OCC,-3.8
Nc1ccc(O)cc1,-0.8340000000000001
Oc1ccc(O)cc1,-0.184
O=C1C=CC(=O)NN1,-1.271
CCC=O,0.722
CC(C)CCO,-0.519
CC(=O)CC(C)=O,0.22
O=C1CCC(=O)N1,0.29600000000000004
CC1OC(C)OC(C)O1,-0.07200000000000001
CCCCCC(=O)OCC,-2.36
CCCC=O,-0.006999999999999999
CC=CC=O,0.33
C1CCCN1,1.148
CCCCOC(C)=O,-1.141
C1COCCO1,1.055
CC(C)CCOC(C)=O,-1.814
OC(=O)CCCCCCCC(O)=O,-1.8940000000000001
C=CCNCC=C,-0.053
OC(=O)CCCCC(O)=O,-0.6759999999999999
CCCCCCCC(O)=O,-2.262
NCCCCCCN,0.935
CCCCCCCC=C,-5.052
CCCCCCCC=O,-2.36
CCCCOCCOCCOC(C)=O,-0.49700000000000005
CCCCCCCCC=O,-3.1710000000000003
CNC,1.558
ClC(Br)Br,-1.919
FC(Br)C(F)(F)F,-1.901
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C21F,-3.693
CCC1(C(=O)NCNC1=O)c1ccccc1,-2.64
CC(=O)c1c2OC3=CC(=O)C(C(=O)C3(C)c2c(O)c(C)c1O)C(C)=O,-3.537
COC1=CC(=O)CC(C)C21Oc1c(Cl)c(cc(OC)c1C2=O)OC,-4.611000000000001
[O-][N+](=O)C(CO)(CO)CO,0.821
C#CC1(CCCCC1)OC(N)=O,-1.825
CCCCOP(=O)(OCCCC)OCCCC,-2.978
CCSCCSP(=O)(OCC)OCC,-2.1109999999999998
CC(=C)C#N,-0.42200000000000004
NC(=O)NO,1.119
ClC(Cl)=C(Cl)Cl,-2.9189999999999996
CC(=O)N(C)C,1.06
CC(CCC(O)=O)C1CCC2C3C(CCC21C)C1(C)CCC(O)CC1CC3O,-3.9665
COc1c2C(=O)OC(C3c4c(OC)c5OCOc5cc4CCN3C)c2ccc1OC,-3.139
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,-5.859
c1cc2cccc3ccc4cccc1c4c32,-6.176
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.733
COC(=O)c1ccccc1C(=O)OC,-1.686
CCCOC(=O)c1ccccc1C(=O)OCCC,-3.365
C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.1310000000000002
CN(C)CCc1cc2OCOc2c(OC)c1CC(=O)c1ccc(OC)c(OC)c1C(O)=O,-2.535
[O-][N+](=O)c1cc(cc(C2CCCCC2)c1O)[N+]([O-])=O,-4.249
Oc1ccc2ccccc2c1N=O,-2.238
Oc1c2ccccc2ccc1N=O,-2.54
OC(=O)c1cc([n]c2ccccc21)-c1ccccc1,-3.193
c1cccc2oc3ccccc3c21,-4.734
c1cccc2[s]c3ccccc3c21,-5.098
OC(=O)c1ccccc1C(=O)Nc1cccc2ccccc21,-3.1630000000000003
Oc1cc2ccccc2c(O)c1,-1.949
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-4.77
Nc1cc(O)c(cc1)C(=O)Oc1ccccc1,-4.515
Cc1c(Cl)c(O)cc(C)c1Cl,-2.98
NS(=O)(=O)c1cc2c(cc1Cl)NC(NS2(=O)=O)C(Cl)Cl,-2.677
Nc1cc(Cl)cc(C(O)=O)c1Cl,-2.469
Nc1cccc2ccccc21,-1.925
CCc1ccccc1CC,-3.2760000000000002
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,-3.043
Oc1cc2ccccc2cc1,-2.281
Nc1ccc(cc1)-c1ccc(Cl)cc1,-4.638999999999999
CCC(C)c1ccccc1,-3.8819999999999997
CCCCOC(=O)c1ccccc1,-3.48
CCCCCCc1ccc(O)cc1O,-2.589
Cc1cc(N)c(C)cc1C,-1.955
CCC(C)CO,-0.47200000000000003
CCN(CC(=O)Nc1c(C)cccc1C)CC,-1.757
CCCCOC(=O)C(C)O,-0.563
OC(=O)C1CC(O)C(O)C(O)C=1,-0.065
CC1CCC(CC=1)C(C)=C,-4.093999999999999
CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,-4.427
Oc1cc(C=O)ccc1O,-0.441
CCNC(=O)Nc1[n]cc([s]1)[N+]([O-])=O,-2.858
OC(=O)C=Cc1ccccc1,-2.4245
CC(=O)OCc1ccccc1,-1.685
COc1ccc(CC=C)cc1,-2.92
CCOC(=O)C=C,-0.8240000000000001
CCOC(=O)CCCCC(=O)OCC,-1.68
CCCCOC(=O)C=C,-1.807
NCCO,1.214
CC(=CC(=O)N(C)C)OP(=O)(OC)OC,0.625
OC(=O)CCI,-0.43
CCOC(C)=O,-0.042
CC(C)=CC(C)=O,-0.531
OC(=O)CC(O)=O,0.865
CCc1cc(CC)ccc1,-3.748
CC(=O)CC(=O)OCC,-0.073
ClCCCCl,-1.614
C1CCC=C1,-2.105
CCCCCC(O)=O,-1.052
C1CCCCO1,-0.031
CCCCCCC,-4.468999999999999
CCCNCCC,-0.237
CCCCCCOC(C)=O,-2.451
CCCCOCCCC,-2.638
CCCCCCCCCCCC(O)=O,-3.5610000000000004
CCCCCCCCCO,-3.013
Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,-2.6630000000000003
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.234
Cc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,-2.411
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,-4.652
OC(=O)C1CCCN1,0.14800000000000002
Cc1c(cc(cc1C(N)=O)[N+]([O-])=O)[N+]([O-])=O,-2.352
Oc1cccc2ccc[n]c21,-2.417
OS(=O)(=O)OCCOc1ccc(Cl)cc1Cl,-0.06
Sc1[n]c2ccccc2[s]1,-3.182
OC(CO)C(O)CO,0.6990000000000001
CCCCC(CC)C(O)=O,-1.858
OC(=O)c1cc(O)c(O)c(O)c1,-1.155
Nc1ccc(cc1)C(O)=O,-1.351
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.9360000000000004
CCOc1ccc(cc1)NC(N)=O,-2.173
COc1ccc(O)cc1,-0.49200000000000005
FC(F)(F)C(Cl)Br,-1.704
O=NN(CCCl)C(=O)NCCCl,-1.7280000000000002
c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,-9.026
c1cc2cccc3c2c2c(cccc21)c1ccccc31,-7.843999999999999
c1ccc2c3c(cccc31)c1cccc3cccc2c31,-8.8
C1c2cccc3ccc4cccc1c4c32,-5.2379999999999995
c1cc2c(c3ccccc31)-c1cccc3cccc-2c31,-8.004
c1c2c3c(cccc3-c3ccccc3-2)c2ccccc21,-8.226
c1ccc2c3c(cccc31)-c1ccccc1-2,-5.891
c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,-8.499
c1ccc2C=Cc3cccc1c32,-3.9760000000000004
c1c2c3ccccc3c3ccccc3c2cc2ccccc21,-8.24
c1cccc2c1c1ccccc1c1ccccc12,-6.745
c1cc2c3ccccc3ccc2c2ccccc21,-8.057
c1c2ccc3ccccc3c2cc2c3ccccc3ccc21,-8.432
c1[n]c2ccccc2c2ccccc21,-2.7760000000000002
C1c2c3ccccc3ccc2-c2ccccc21,-6.678
C1c2ccccc2-c2cc3ccccc3cc21,-8.033999999999999
c1[n][n]cc2ccccc21,-0.415
c1c2ccccc2[n]c2ccccc21,-3.6689999999999996
c1cccc2Oc3ccccc3Oc21,-5.311
c1[n][nH]c2ccccc21,-2.155
c1[n]c2ccccc2o1,-1.155
C1CN2CCN1CC2,0.603
C1CCCC1,-2.653
c1ccc[n][n]1,1.0959999999999999
c1[n]ccc[n]1,1.0959999999999999
C1CCCCCC1,-3.515
C1CCCCCCC1,-4.152
CCOP(=S)(Oc1c[n]cc[n]1)OCC,-2.338
COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,-3.844
CCSCSP(=S)(OCC)OCC,-3.717
CCSCCOP(=S)(OCC)OCC,-3.634
CCSCCSP(=S)(OCC)OCC,-4.226
COc1c2OC(=O)C=Cc2cc2ccoc21,-3.657
CC(NC)C(O)c1ccccc1,-0.415
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OC,-5.507000000000001
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,-4.798
COP(=O)(NC)Oc1ccc(cc1Cl)C(C)(C)C,-3.1639999999999997
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,-2.28
CC(N)C(O)=O,0.27
OC(=O)c1c(O)cccc1O,-1.207
ClC1(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C(Cl)=C2Cl,-7.332000000000001
CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC,-2.059
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,-2.506
CN(C)c1c(C)cc(cc1C)OC(=O)NC,-3.347
Oc1[n]c[n]c2[nH][n]cc21,-2.379
Fc1cc(F)c(F)cc1F,-2.376
CCP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OCC,-5.752000000000001
[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,-2.68
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,-3.7439999999999998
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,-3.5210000000000004
Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,-3.8810000000000002
CCCCCCCCCC(O)=O,-3.445
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,-2.178
Fc1ccccc1CCl,-2.541
Fc1ccccc1Cl,-2.416
Fc1ccc(CCl)cc1,-2.544
Fc1ccc(I)cc1,-3.1260000000000003
CCSCC,-1.46
COc1cc2c(cc1OC)N1C3C4C(CC1=O)OCC=C1CN5CCC23C5CC14,-2.0909999999999997
COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,-3.176
c1ccc[n]c1-c1cccc[n]1,-1.421
Fc1ccccc1F,-2.0
OCCF,1.193
Fc1cc(F)ccc1,-2.0
[O-][N+](=O)c1cc(ccc1O)C(F)(F)F,-2.503
C=COCC(F)(F)F,-1.4780000000000002
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-4.099
CC(=O)C(C)=O,0.366
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2(O)C#C,-5.6579999999999995
CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC21C,-6.0
CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,-3.755
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,-2.3209999999999997
OC(=O)c1ccccc1F,-1.2890000000000001
[O-][N+](=O)c1ccc(F)cc1O,-2.05
CCOc1cc2[s]c([n]c2cc1)S(N)(=O)=O,-3.81
OC(=O)c1cccc(F)c1,-1.97
OC(=O)c1ccc(F)cc1,-2.0669999999999997
Fc1cc(CCl)ccc1,-2.544
CCCC1CCCCN1,-0.8490000000000001
NC(=N)NC#N,-0.309
O=C1NCC(=O)N1,-0.402
Cc1[n]c(N)cc(C)[n]1,-1.284
Fc1ccccc1,-1.795
CCOCOCC,-0.17300000000000001
CC(C)(C)C,-3.3369999999999997
CC(O)C(C)(C)C,-0.624
CC1(C)C2CC(O)C1(C)CC2,-2.319
CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C(O)C1O,-3.955
CC1(C)OC2(C)CCC1CC2,-1.8869999999999998
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,-3.4619999999999997
Nc1ccc(cc1)S(=O)(=O)c1c[n]c(N)[s]1,-2.805
CC12CCC3c4ccc(O)cc4CC=C3C1CCC2=O,-5.279
COc1c(cc(cc1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc21)OC,-3.617
C1Cc2c3c(cc4c5ccccc5ccc24)cccc31,-7.861000000000001
Nc1cccc2cccc(N)c12,-2.27
Oc1cc(O)c(cc1)C1Oc2cc(O)cc(O)c2C(=O)C=1O,-3.082
Cc1cc(C)c(C(O)=O)c(C)c1,-2.3569999999999998
CC1C(=O)C=CC2(C)CCC3C(OC(=O)C3C)C2=1,-3.09
OC(=O)c1ccccc1-c1ccccc1C(O)=O,-2.2840000000000003
CC(C)=CCc1c2OC(=O)C=Cc2ccc1OC,-4.309
Oc1[n]c2[n]cc[n]c2c(O)[n]1,-2.1180000000000003
OC1C(O)C(O)CC(O)C1O,-0.174
OC(=O)c1cc[n]cc1C(O)=O,-1.854
Oc1cc(C(O)=O)c(O)cc1,-1.489
C=C(C(O)=O)c1ccccc1,-2.057
C1CCCC(N1)c1c[n]ccc1,0.79
OC(=O)CNC(=O)c1ccccc1,-1.679
Oc1ccccc1C=NNC(=O)c1cc[n]cc1,-3.6830000000000003
C1CCc2ccccc21,-3.035
CC(CC(O)=O)C(O)=O,0.703
OC(=O)C(CC(O)=O)=CC(O)=O,0.45799999999999996
Cc1ccc(cc1O)C(C)C,-2.08
OC(=O)c1cc(cc[n]1)C(O)=O,-1.827
COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,-3.872
OC(=O)CCc1ccccc1,-1.406
O=C(CCCl)NCc1ccccc1,-3.2960000000000003
CCCCC(=O)CCCC,-2.593
OS(=O)(=O)CS(O)(=O)=O,0.754
CC(C)CC(O)=O,-0.4
OC(=O)CCCCCCC(O)=O,-1.169
OC(=O)CCCCCCCCCCCC(O)=O,-2.2119999999999997
ClCCSCCCl,-2.363
OC(=O)C=CC=CC(O)=O,-2.852
CC(C)(C)Br,-2.359
CC(C)(C)Cl,-1.507
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-5.511
CCC1(C2CCCCCC=2)C(=O)NC(=O)NC1=O,-3.0010000000000003
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.512
COP(=O)(OC)OC,0.5529999999999999
CC=C(C)C,-2.56
CC(=C)C(C)=C,-2.4
CC(O)C(C)O,1.045
Cc1c[s]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,-2.129
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]c(C)[n]1,-2.238
CC(C(O)=O)C(O)=O,0.76
CC12CCc3c4ccc(O)cc4ccc3C1CCC2=O,-5.244
CC(=O)C1CCOC1=O,0.193
COc1c(cc(cc1OC)C1C2C(Cc3c(O)c4OCOc4cc31)COC2=O)OC,-4.503
Oc1cc(O)c(C(=O)c2cc(O)c(O)cc2)c(O)c1,-1.72
CC(=O)C1C(=O)C=C(C)OC1=O,-1.226
COC1C=CN(C)C(=O)C=1C#N,-1.784
Nc1ccc(cc1)S(=O)(=O)Nc1cc[n][n]1-c1ccccc1,-2.3209999999999997
Cc1c(C)cccc1C,-3.2039999999999997
Cc1cccc(O)c1C,-1.4269999999999998
OCC(O)C(O)C(O)C(O)C(O)=O,0.207
Cc1cc(C)c(O)c(C)c1,-2.055
CC(=O)c1ccc(O)c(O)c1O,-2.022
[O-][N+](=O)c1ccccc1[N+]([O-])=O,-3.102
OC(=O)c1ccc(cc1C(O)=O)C(O)=O,-1.0
[O-][N+](=O)c1ccc(cc1[N+]([O-])=O)C(O)=O,-1.501
Oc1c2ccccc2cc2ccccc21,-4.7330000000000005
C=C(c1ccccc1)c1ccccc1,-4.436
OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,-3.3
COc1ccccc1OCC(O)COC(N)=O,-0.985
CC(=O)Nc1ccccc1Cl,-1.4
CC(C)CC(=O)N(CC)CC,-0.595
OC(CI)CI,-1.3969999999999998
Cc1ccco1,-1.4369999999999998
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3.0
CC(C)(C)c1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,-3.74
OC(=O)c1cccc(Cl)c1,-2.541
Cc1cc([n]c(Cl)[n]1)N(C)C,-1.261
CC(C)c1ccc(cc1)C(O)=O,-3.036
C#Cc1ccccc1,-2.35
CCc1cc[n]cc1,0.8270000000000001
CCc1c[n]ccc1,0.5379999999999999
Cc1cccc(c1)NC(C)=O,-2.0909999999999997
NC(=O)NCc1ccccc1,-0.946
CN(C)CCc1ccc(O)cc1,-1.3730000000000002
OC(=O)C=Cc1ccco1,-1.839
CCCCC(=O)OCC,-1.77
CCOC(=O)NCC(C)C,-0.768
CCCC(=O)OCCCCC,-2.467
Fc1ccc(F)cc1,-1.9709999999999999
OCCBr,0.903
CCCCl,-1.4609999999999999
ClC=CCl,-1.442
CC(C)CC(C)(C)C,-4.746
CC(=O)OC(C)(C)C,-1.1440000000000001
CCCC(Cl)Cl,-2.4
CCCC(N)=O,0.272
CC(N)CC(O)=O,0.987
Clc1cc(Cl)ccc1,-3.07
CC(C)COC=O,-1.001
CCCCI,-2.96
ClC=CCCl,-2.045
CC(=O)NCC(O)=O,-0.649
CCCCCC(C)O,-1.551
CC(C)CCOCCC(C)C,-2.898
N#CCCCC#N,1.026
C1C=CC=CC=C1,-2.1719999999999997
CCCCCCCCCCCCCC(O)=O,-5.329
C=C1CCOC1=O,0.184
Oc1c(I)cc(c2ccc[n]c12)S(O)(=O)=O,-2.244
CCOC(=O)C(C1C(=O)Oc2ccccc2C=1O)C1C(=O)Oc2ccccc2C=1O,-3.426
Cc1ccc(C(C)C)c(O)c1C(O)=O,-3.2880000000000003
C[N+](C)=C1C=CC(C=C1)=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,-2.009
[O-][N+](=O)c1c(O)ccc2ccccc21,-2.9760000000000004
S=C=Nc1cccc2ccccc21,-4.602
NCCNc1cccc2ccccc21,-1.969
[O-][N+](=O)c1ccccc1C(O)=O,-1.328
CC(=O)Nc1ccccc1[N+]([O-])=O,-1.909
[O-][N+](=O)c1ccccc1C=O,-1.814
c1c[n]ccc1-c1cc[n]cc1,-1.538
CCCOc1ccc(cc1N)[N+]([O-])=O,-3.159
Nc1ccc(Cl)cc1Cl,-2.417
CC1C=NC(=O)NC=1N,-0.56
CCC(=O)OC,-0.15
[O-][N+](=O)c1cccc(O)c1,-1.013
COc1cc(ccc1)[N+]([O-])=O,-2.4859999999999998
[O-][N+](=O)c1ccc(cc1)C=O,-1.81
CCCCN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,-4.758
NCC(=O)NCC(=O)NCC(O)=O,-0.51
OCC1CO1,1.13
CN=C=S,-0.983
CCCOC,-0.386
C=CCOCC=C,-0.02
BrC(Br)(Br)Br,-3.14
CS(=O)(=O)F,-0.515
CN1CCC23C4Oc5c2c(CC1C3C=CC4OC(C)=O)ccc5OC(C)=O,-2.7969999999999997
CC(C)(CC)CC,-4.229
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.284
CC(C)C=C,-2.7319999999999998
CCC(C)=C,-2.7319999999999998
CC(C)C(C)=O,-0.151
CCC(C)C(C)(C)C,-4.678
CC(C)C(C)CC,-4.281000000000001
CC(CC)C(C)O,-0.722
CCC(C)C(C)=O,-0.6809999999999999
CC(C)C(O)CC,-0.706
CCC(=O)C(C)C,-0.81
CC(C(C)C)C(C)C,-4.696000000000001
CC(C)C(=O)C(C)C,-1.3019999999999998
COc1ccc2COC(=O)c2c1OC,-1.89
OC(=O)c1[nH]c[n]c1C(O)=O,-2.494
Cc1ccc(C)c2ccccc12,-4.137
Cc1cccc2c1cccc2C,-4.756
[O-][N+](=O)c1cccc(c1O)[N+]([O-])=O,-1.55
Cc1cc2ccccc2c(C)c1,-4.291
OC(=O)COc1c(Cl)cc(Cl)cc1Cl,-3.013
